SampID,date,type,cruise,exp,treatment,rep,Compound,Area,Fragment_mz
230808_Smp_TN397_UKH2_10nM_A,230808,Smp,TN397,UKH2,10nM,A,D3-Homarine,71686648,78.0399
230808_Smp_TN397_UKH2_10nM_B,230808,Smp,TN397,UKH2,10nM,B,D3-Homarine,78342152,78.0399
230808_Smp_TN397_UKH2_10nM_C,230808,Smp,TN397,UKH2,10nM,C,D3-Homarine,63817200,78.0399
230808_Smp_TN397_UKH2_50nM_A,230808,Smp,TN397,UKH2,50nM,A,D3-Homarine,207566528,78.0399
230808_Smp_TN397_UKH2_50nM_B,230808,Smp,TN397,UKH2,50nM,B,D3-Homarine,216325792,78.0399
230808_Smp_TN397_UKH2_50nM_Blk,230808,Smp,TN397,UKH2,50nM,Blk,D3-Homarine,14768423,78.0399
230808_Smp_TN397_UKH2_50nM_C,230808,Smp,TN397,UKH2,50nM,C,D3-Homarine,236454544,78.0399
230808_Smp_TN397_UKH2_200nM_A,230808,Smp,TN397,UKH2,200nM,A,D3-Homarine,290374528,78.0399
230808_Smp_TN397_UKH2_200nM_B,230808,Smp,TN397,UKH2,200nM,B,D3-Homarine,359918784,78.0399
230808_Smp_TN397_UKH2_200nM_C,230808,Smp,TN397,UKH2,200nM,C,D3-Homarine,331932544,78.0399
230808_Smp_TN397_UKH2_1000nM_A,230808,Smp,TN397,UKH2,1000nM,A,D3-Homarine,674270400,78.0399
230808_Smp_TN397_UKH2_1000nM_B,230808,Smp,TN397,UKH2,1000nM,B,D3-Homarine,680776192,78.0399
230808_Smp_TN397_UKH2_1000nM_Blk,230808,Smp,TN397,UKH2,1000nM,Blk,D3-Homarine,309155072,78.0399
230808_Smp_TN397_UKH2_1000nM_C,230808,Smp,TN397,UKH2,1000nM,C,D3-Homarine,892672320,78.0399
230808_Smp_TN397_UKH3_0nM_A,230808,Smp,TN397,UKH3,0nM,A,D3-Homarine,933014,78.0399
230808_Smp_TN397_UKH3_0nM_B,230808,Smp,TN397,UKH3,0nM,B,D3-Homarine,697627,78.0399
230808_Smp_TN397_UKH3_0nM_C,230808,Smp,TN397,UKH3,0nM,C,D3-Homarine,572703,78.0399
230808_Smp_TN397_UKH3_5nM_A,230808,Smp,TN397,UKH3,5nM,A,D3-Homarine,49103572,78.0399
230808_Smp_TN397_UKH3_5nM_B,230808,Smp,TN397,UKH3,5nM,B,D3-Homarine,45086868,78.0399
230808_Smp_TN397_UKH3_5nM_C,230808,Smp,TN397,UKH3,5nM,C,D3-Homarine,41051868,78.0399
230808_Smp_TN397_UKH3_10nM_A,230808,Smp,TN397,UKH3,10nM,A,D3-Homarine,73181208,78.0399
230808_Smp_TN397_UKH3_10nM_B,230808,Smp,TN397,UKH3,10nM,B,D3-Homarine,87244208,78.0399
230808_Smp_TN397_UKH3_10nM_C,230808,Smp,TN397,UKH3,10nM,C,D3-Homarine,85929784,78.0399
230808_Smp_TN397_UKH3_50nM_A,230808,Smp,TN397,UKH3,50nM,A,D3-Homarine,197082528,78.0399
230808_Smp_TN397_UKH3_50nM_B,230808,Smp,TN397,UKH3,50nM,B,D3-Homarine,324306944,78.0399
230808_Smp_TN397_UKH3_50nM_C,230808,Smp,TN397,UKH3,50nM,C,D3-Homarine,324934208,78.0399
230808_Smp_TN397_UKH3_200nM_A,230808,Smp,TN397,UKH3,200nM,A,D3-Homarine,551232256,78.0399
230808_Smp_TN397_UKH3_200nM_B,230808,Smp,TN397,UKH3,200nM,B,D3-Homarine,638406848,78.0399
230808_Smp_TN397_UKH3_200nM_C,230808,Smp,TN397,UKH3,200nM,C,D3-Homarine,710963072,78.0399
230808_Smp_TN397_UKH3_500nM_A,230808,Smp,TN397,UKH3,500nM,A,D3-Homarine,845375616,78.0399
230808_Smp_TN397_UKH3_500nM_B,230808,Smp,TN397,UKH3,500nM,B,D3-Homarine,1145660160,78.0399
230808_Smp_TN397_UKH3_500nM_C,230808,Smp,TN397,UKH3,500nM,C,D3-Homarine,815862464,78.0399
230808_Smp_TN397_UKH3_1500nM_A,230808,Smp,TN397,UKH3,1500nM,A,D3-Homarine,1618648960,78.0399
230808_Smp_TN397_UKH3_1500nM_B,230808,Smp,TN397,UKH3,1500nM,B,D3-Homarine,1721683072,78.0399
230808_Smp_TN397_UKH3_1500nM_C,230808,Smp,TN397,UKH3,1500nM,C,D3-Homarine,2444115456,78.0399
230403_Smp_RC078_UKH1_0nM_A,230403,Smp,RC078,UKH1,0nM,A,D3-Homarine,7056639,97.0954
230403_Smp_RC078_UKH1_0nM_B,230403,Smp,RC078,UKH1,0nM,B,D3-Homarine,8327358,97.0954
230403_Smp_RC078_UKH1_0nM_C,230403,Smp,RC078,UKH1,0nM,C,D3-Homarine,7213434,97.0954
230403_Smp_RC078_UKH1_5nM_A,230403,Smp,RC078,UKH1,5nM,A,D3-Homarine,66051608,97.0954
230403_Smp_RC078_UKH1_5nM_B,230403,Smp,RC078,UKH1,5nM,B,D3-Homarine,28669502,97.0954
230403_Smp_RC078_UKH1_5nM_C,230403,Smp,RC078,UKH1,5nM,C,D3-Homarine,30658204,97.0954
230403_Smp_RC078_UKH1_10nM_A,230403,Smp,RC078,UKH1,10nM,A,D3-Homarine,48177172,97.0954
230403_Smp_RC078_UKH1_10nM_B,230403,Smp,RC078,UKH1,10nM,B,D3-Homarine,43805736,97.0954
230403_Smp_RC078_UKH1_10nM_C,230403,Smp,RC078,UKH1,10nM,C,D3-Homarine,49656904,97.0954
230403_Smp_RC078_UKH1_50nM_A,230403,Smp,RC078,UKH1,50nM,A,D3-Homarine,136254832,97.0954
230403_Smp_RC078_UKH1_50nM_B,230403,Smp,RC078,UKH1,50nM,B,D3-Homarine,153774992,97.0954
230403_Smp_RC078_UKH1_50nM_C,230403,Smp,RC078,UKH1,50nM,C,D3-Homarine,143849856,97.0954
230403_Smp_RC078_UKH1_200nM_A,230403,Smp,RC078,UKH1,200nM,A,D3-Homarine,276703360,97.0954
230403_Smp_RC078_UKH1_200nM_B,230403,Smp,RC078,UKH1,200nM,B,D3-Homarine,345274560,97.0954
230403_Smp_RC078_UKH1_200nM_C,230403,Smp,RC078,UKH1,200nM,C,D3-Homarine,335974688,97.0954
230403_Smp_RC078_UKH1_500nM_A,230403,Smp,RC078,UKH1,500nM,A,D3-Homarine,442306080,97.0954
230403_Smp_RC078_UKH1_500nM_B,230403,Smp,RC078,UKH1,500nM,B,D3-Homarine,437555808,97.0954
230403_Smp_RC078_UKH1_500nM_C,230403,Smp,RC078,UKH1,500nM,C,D3-Homarine,426749344,97.0954
230403_Smp_RC078_UKH1_2000nM_A,230403,Smp,RC078,UKH1,2000nM,A,D3-Homarine,1103141376,97.0954
230403_Smp_RC078_UKH1_2000nM_B,230403,Smp,RC078,UKH1,2000nM,B,D3-Homarine,1088666240,97.0954
230403_Smp_RC078_UKH1_2000nM_C,230403,Smp,RC078,UKH1,2000nM,C,D3-Homarine,1088802944,97.0954
230403_Smp_RC078_UKH1_0nM_A,230403,Smp,RC078,UKH1,0nM,A,D3-Homarine,9090544,78.0399
230403_Smp_RC078_UKH1_0nM_B,230403,Smp,RC078,UKH1,0nM,B,D3-Homarine,10949274,78.0399
230403_Smp_RC078_UKH1_0nM_C,230403,Smp,RC078,UKH1,0nM,C,D3-Homarine,9563562,78.0399
230403_Smp_RC078_UKH1_5nM_A,230403,Smp,RC078,UKH1,5nM,A,D3-Homarine,97241824,78.0399
230403_Smp_RC078_UKH1_5nM_B,230403,Smp,RC078,UKH1,5nM,B,D3-Homarine,44551540,78.0399
230403_Smp_RC078_UKH1_5nM_C,230403,Smp,RC078,UKH1,5nM,C,D3-Homarine,46174392,78.0399
230403_Smp_RC078_UKH1_10nM_A,230403,Smp,RC078,UKH1,10nM,A,D3-Homarine,71500976,78.0399
230403_Smp_RC078_UKH1_10nM_B,230403,Smp,RC078,UKH1,10nM,B,D3-Homarine,66564348,78.0399
230403_Smp_RC078_UKH1_10nM_C,230403,Smp,RC078,UKH1,10nM,C,D3-Homarine,73591672,78.0399
230403_Smp_RC078_UKH1_50nM_A,230403,Smp,RC078,UKH1,50nM,A,D3-Homarine,211638080,78.0399
230403_Smp_RC078_UKH1_50nM_B,230403,Smp,RC078,UKH1,50nM,B,D3-Homarine,235245216,78.0399
230403_Smp_RC078_UKH1_50nM_C,230403,Smp,RC078,UKH1,50nM,C,D3-Homarine,225002304,78.0399
230403_Smp_RC078_UKH1_200nM_A,230403,Smp,RC078,UKH1,200nM,A,D3-Homarine,430780864,78.0399
230403_Smp_RC078_UKH1_200nM_B,230403,Smp,RC078,UKH1,200nM,B,D3-Homarine,538042368,78.0399
230403_Smp_RC078_UKH1_200nM_C,230403,Smp,RC078,UKH1,200nM,C,D3-Homarine,523504064,78.0399
230403_Smp_RC078_UKH1_500nM_A,230403,Smp,RC078,UKH1,500nM,A,D3-Homarine,687574528,78.0399
230403_Smp_RC078_UKH1_500nM_B,230403,Smp,RC078,UKH1,500nM,B,D3-Homarine,679011328,78.0399
230403_Smp_RC078_UKH1_500nM_C,230403,Smp,RC078,UKH1,500nM,C,D3-Homarine,655060032,78.0399
230403_Smp_RC078_UKH1_2000nM_A,230403,Smp,RC078,UKH1,2000nM,A,D3-Homarine,1719910272,78.0399
230403_Smp_RC078_UKH1_2000nM_B,230403,Smp,RC078,UKH1,2000nM,B,D3-Homarine,1682849280,78.0399
230403_Smp_RC078_UKH1_2000nM_C,230403,Smp,RC078,UKH1,2000nM,C,D3-Homarine,1705393152,78.0399
230921_Smp_RC078_UKH2_0nM_A,230921,Smp,RC078,UKH2,0nM,A,D3-Homarine,11470717,97.0954
230921_Smp_RC078_UKH2_0nM_B,230921,Smp,RC078,UKH2,0nM,B,D3-Homarine,12459893,97.0954
230921_Smp_RC078_UKH2_0nM_C,230921,Smp,RC078,UKH2,0nM,C,D3-Homarine,12260651,97.0954
230921_Smp_RC078_UKH2_5nM_A,230921,Smp,RC078,UKH2,5nM,A,D3-Homarine,39758352,97.0954
230921_Smp_RC078_UKH2_5nM_B,230921,Smp,RC078,UKH2,5nM,B,D3-Homarine,15574958,97.0954
230921_Smp_RC078_UKH2_5nM_C,230921,Smp,RC078,UKH2,5nM,C,D3-Homarine,18345304,97.0954
230921_Smp_RC078_UKH2_10nM_A,230921,Smp,RC078,UKH2,10nM,A,D3-Homarine,41461784,97.0954
230921_Smp_RC078_UKH2_10nM_B,230921,Smp,RC078,UKH2,10nM,B,D3-Homarine,25976876,97.0954
230921_Smp_RC078_UKH2_10nM_Blk,230921,Smp,RC078,UKH2,10nM,Blk,D3-Homarine,2584532,97.0954
230921_Smp_RC078_UKH2_10nM_C,230921,Smp,RC078,UKH2,10nM,C,D3-Homarine,32388602,97.0954
230921_Smp_RC078_UKH2_50nM_A,230921,Smp,RC078,UKH2,50nM,A,D3-Homarine,117396408,97.0954
230921_Smp_RC078_UKH2_50nM_B,230921,Smp,RC078,UKH2,50nM,B,D3-Homarine,116073200,97.0954
230921_Smp_RC078_UKH2_50nM_C,230921,Smp,RC078,UKH2,50nM,C,D3-Homarine,120728904,97.0954
230921_Smp_RC078_UKH2_200nM_A,230921,Smp,RC078,UKH2,200nM,A,D3-Homarine,135835424,97.0954
230921_Smp_RC078_UKH2_200nM_B,230921,Smp,RC078,UKH2,200nM,B,D3-Homarine,164140048,97.0954
230921_Smp_RC078_UKH2_200nM_Blk,230921,Smp,RC078,UKH2,200nM,Blk,D3-Homarine,57395616,97.0954
230921_Smp_RC078_UKH2_200nM_C,230921,Smp,RC078,UKH2,200nM,C,D3-Homarine,161544288,97.0954
230921_Smp_RC078_UKH2_500nM_A,230921,Smp,RC078,UKH2,500nM,A,D3-Homarine,527355328,97.0954
230921_Smp_RC078_UKH2_500nM_B,230921,Smp,RC078,UKH2,500nM,B,D3-Homarine,557876928,97.0954
230921_Smp_RC078_UKH2_500nM_C,230921,Smp,RC078,UKH2,500nM,C,D3-Homarine,492579328,97.0954
230921_Smp_RC078_UKH2_2000nM_A,230921,Smp,RC078,UKH2,2000nM,A,D3-Homarine,1105823104,97.0954
230921_Smp_RC078_UKH2_2000nM_B,230921,Smp,RC078,UKH2,2000nM,B,D3-Homarine,985485376,97.0954
230921_Smp_RC078_UKH2_2000nM_Blk,230921,Smp,RC078,UKH2,2000nM,Blk,D3-Homarine,380775296,97.0954
230921_Smp_RC078_UKH2_2000nM_C,230921,Smp,RC078,UKH2,2000nM,C,D3-Homarine,930795584,97.0954
230921_Smp_RC104_UCH1_Con_A,230921,Smp,RC104,UCH1,Con,A,D3-Homarine,226625168,97.0954
230921_Smp_RC104_UCH1_Con_B,230921,Smp,RC104,UCH1,Con,B,D3-Homarine,204768656,97.0954
230921_Smp_RC104_UCH1_Con_C,230921,Smp,RC104,UCH1,Con,C,D3-Homarine,276013888,97.0954
230921_Smp_RC104_UCH1_DMSP_A,230921,Smp,RC104,UCH1,DMSP,A,D3-Homarine,100763264,97.0954
230921_Smp_RC104_UCH1_DMSP_B,230921,Smp,RC104,UCH1,DMSP,B,D3-Homarine,91873624,97.0954
230921_Smp_RC104_UCH1_DMSP_C,230921,Smp,RC104,UCH1,DMSP,C,D3-Homarine,112250096,97.0954
230921_Smp_RC104_UCH1_GBT_A,230921,Smp,RC104,UCH1,GBT,A,D3-Homarine,135125392,97.0954
230921_Smp_RC104_UCH1_GBT_B,230921,Smp,RC104,UCH1,GBT,B,D3-Homarine,109439712,97.0954
230921_Smp_RC104_UCH1_GBT_C,230921,Smp,RC104,UCH1,GBT,C,D3-Homarine,142439152,97.0954
230921_Smp_RC104_UCH1_Gluc_A,230921,Smp,RC104,UCH1,Gluc,A,D3-Homarine,224192288,97.0954
230921_Smp_RC104_UCH1_Gluc_B,230921,Smp,RC104,UCH1,Gluc,B,D3-Homarine,229976064,97.0954
230921_Smp_RC104_UCH1_Gluc_C,230921,Smp,RC104,UCH1,Gluc,C,D3-Homarine,217290096,97.0954
230921_Smp_RC104_UCH1_Hom_A,230921,Smp,RC104,UCH1,Hom,A,D3-Homarine,142172160,97.0954
230921_Smp_RC104_UCH1_Hom_B,230921,Smp,RC104,UCH1,Hom,B,D3-Homarine,109014920,97.0954
230921_Smp_RC104_UCH1_Hom_C,230921,Smp,RC104,UCH1,Hom,C,D3-Homarine,131034432,97.0954
230921_Smp_RC104_UCH1_TMAO_A,230921,Smp,RC104,UCH1,TMAO,A,D3-Homarine,209657008,97.0954
230921_Smp_RC104_UCH1_TMAO_B,230921,Smp,RC104,UCH1,TMAO,B,D3-Homarine,162226704,97.0954
230921_Smp_RC104_UCH1_TMAO_C,230921,Smp,RC104,UCH1,TMAO,C,D3-Homarine,198634224,97.0954
230921_Smp_RC104_UCH1_Trig_A,230921,Smp,RC104,UCH1,Trig,A,D3-Homarine,137780400,97.0954
230921_Smp_RC104_UCH1_Trig_B,230921,Smp,RC104,UCH1,Trig,B,D3-Homarine,175810304,97.0954
230921_Smp_RC104_UCH1_Trig_C,230921,Smp,RC104,UCH1,Trig,C,D3-Homarine,136989680,97.0954
230921_Smp_RC104_UKH1_0nM_A,230921,Smp,RC104,UKH1,0nM,A,D3-Homarine,1950095,97.0954
230921_Smp_RC104_UKH1_0nM_B,230921,Smp,RC104,UKH1,0nM,B,D3-Homarine,1406645,97.0954
230921_Smp_RC104_UKH1_0nM_C,230921,Smp,RC104,UKH1,0nM,C,D3-Homarine,1918421,97.0954
230921_Smp_RC104_UKH1_10nM_A,230921,Smp,RC104,UKH1,10nM,A,D3-Homarine,66229596,97.0954
230921_Smp_RC104_UKH1_10nM_B,230921,Smp,RC104,UKH1,10nM,B,D3-Homarine,86391728,97.0954
230921_Smp_RC104_UKH1_10nM_C,230921,Smp,RC104,UKH1,10nM,C,D3-Homarine,68909496,97.0954
230921_Smp_RC104_UKH1_100nM_A,230921,Smp,RC104,UKH1,100nM,A,D3-Homarine,258478480,97.0954
230921_Smp_RC104_UKH1_100nM_B,230921,Smp,RC104,UKH1,100nM,B,D3-Homarine,191151024,97.0954
230921_Smp_RC104_UKH1_100nM_C,230921,Smp,RC104,UKH1,100nM,C,D3-Homarine,282832032,97.0954
230921_Smp_RC104_UKH1_250nM_A,230921,Smp,RC104,UKH1,250nM,A,D3-Homarine,455106112,97.0954
230921_Smp_RC104_UKH1_250nM_B,230921,Smp,RC104,UKH1,250nM,B,D3-Homarine,439227232,97.0954
230921_Smp_RC104_UKH1_250nM_Blk,230921,Smp,RC104,UKH1,250nM,Blk,D3-Homarine,110307712,97.0954
230921_Smp_RC104_UKH1_250nM_C,230921,Smp,RC104,UKH1,250nM,C,D3-Homarine,447847200,97.0954
230921_Smp_RC104_UKH1_1000nM_A,230921,Smp,RC104,UKH1,1000nM,A,D3-Homarine,861402240,97.0954
230921_Smp_RC104_UKH1_1000nM_B,230921,Smp,RC104,UKH1,1000nM,B,D3-Homarine,891237440,97.0954
230921_Smp_RC104_UKH1_1000nM_Blk,230921,Smp,RC104,UKH1,1000nM,Blk,D3-Homarine,435193088,97.0954
230921_Smp_RC104_UKH1_1000nM_C,230921,Smp,RC104,UKH1,1000nM,C,D3-Homarine,798187456,97.0954
230921_Smp_RC104_UKH1_2000nM_A,230921,Smp,RC104,UKH1,2000nM,A,D3-Homarine,1130707328,97.0954
230921_Smp_RC104_UKH1_2000nM_B,230921,Smp,RC104,UKH1,2000nM,B,D3-Homarine,1085455488,97.0954
230921_Smp_RC104_UKH1_2000nM_Blk,230921,Smp,RC104,UKH1,2000nM,Blk,D3-Homarine,726665664,97.0954
230921_Smp_RC104_UKH1_2000nM_C,230921,Smp,RC104,UKH1,2000nM,C,D3-Homarine,1330194944,97.0954
230921_Smp_RC104_UKH1_3000nM_A,230921,Smp,RC104,UKH1,3000nM,A,D3-Homarine,1774038016,97.0954
230921_Smp_RC104_UKH1_3000nM_B,230921,Smp,RC104,UKH1,3000nM,B,D3-Homarine,896915392,97.0954
230921_Smp_RC104_UKH1_3000nM_Blk,230921,Smp,RC104,UKH1,3000nM,Blk,D3-Homarine,335352864,97.0954
230921_Smp_RC104_UKH1_3000nM_C,230921,Smp,RC104,UKH1,3000nM,C,D3-Homarine,1523778944,97.0954
230921_Smp_RC078_UKH2_0nM_A,230921,Smp,RC078,UKH2,0nM,A,D3-Homarine,14357852,78.0399
230921_Smp_RC078_UKH2_0nM_B,230921,Smp,RC078,UKH2,0nM,B,D3-Homarine,14927367,78.0399
230921_Smp_RC078_UKH2_0nM_C,230921,Smp,RC078,UKH2,0nM,C,D3-Homarine,14933045,78.0399
230921_Smp_RC078_UKH2_5nM_A,230921,Smp,RC078,UKH2,5nM,A,D3-Homarine,69914168,78.0399
230921_Smp_RC078_UKH2_5nM_B,230921,Smp,RC078,UKH2,5nM,B,D3-Homarine,24723436,78.0399
230921_Smp_RC078_UKH2_5nM_C,230921,Smp,RC078,UKH2,5nM,C,D3-Homarine,29113808,78.0399
230921_Smp_RC078_UKH2_10nM_A,230921,Smp,RC078,UKH2,10nM,A,D3-Homarine,70925400,78.0399
230921_Smp_RC078_UKH2_10nM_B,230921,Smp,RC078,UKH2,10nM,B,D3-Homarine,44680404,78.0399
230921_Smp_RC078_UKH2_10nM_Blk,230921,Smp,RC078,UKH2,10nM,Blk,D3-Homarine,5459707,78.0399
230921_Smp_RC078_UKH2_10nM_C,230921,Smp,RC078,UKH2,10nM,C,D3-Homarine,55493200,78.0399
230921_Smp_RC078_UKH2_50nM_A,230921,Smp,RC078,UKH2,50nM,A,D3-Homarine,225696240,78.0399
230921_Smp_RC078_UKH2_50nM_B,230921,Smp,RC078,UKH2,50nM,B,D3-Homarine,225736688,78.0399
230921_Smp_RC078_UKH2_50nM_C,230921,Smp,RC078,UKH2,50nM,C,D3-Homarine,223365472,78.0399
230921_Smp_RC078_UKH2_200nM_A,230921,Smp,RC078,UKH2,200nM,A,D3-Homarine,268118160,78.0399
230921_Smp_RC078_UKH2_200nM_B,230921,Smp,RC078,UKH2,200nM,B,D3-Homarine,316427456,78.0399
230921_Smp_RC078_UKH2_200nM_Blk,230921,Smp,RC078,UKH2,200nM,Blk,D3-Homarine,121463392,78.0399
230921_Smp_RC078_UKH2_200nM_C,230921,Smp,RC078,UKH2,200nM,C,D3-Homarine,320359872,78.0399
230921_Smp_RC078_UKH2_500nM_A,230921,Smp,RC078,UKH2,500nM,A,D3-Homarine,1021270784,78.0399
230921_Smp_RC078_UKH2_500nM_B,230921,Smp,RC078,UKH2,500nM,B,D3-Homarine,1093895552,78.0399
230921_Smp_RC078_UKH2_500nM_C,230921,Smp,RC078,UKH2,500nM,C,D3-Homarine,968230848,78.0399
230921_Smp_RC078_UKH2_2000nM_A,230921,Smp,RC078,UKH2,2000nM,A,D3-Homarine,2161816320,78.0399
230921_Smp_RC078_UKH2_2000nM_B,230921,Smp,RC078,UKH2,2000nM,B,D3-Homarine,1961406976,78.0399
230921_Smp_RC078_UKH2_2000nM_Blk,230921,Smp,RC078,UKH2,2000nM,Blk,D3-Homarine,810065856,78.0399
230921_Smp_RC078_UKH2_2000nM_C,230921,Smp,RC078,UKH2,2000nM,C,D3-Homarine,1822969472,78.0399
230921_Smp_RC104_UCH1_Con_A,230921,Smp,RC104,UCH1,Con,A,D3-Homarine,474856960,78.0399
230921_Smp_RC104_UCH1_Con_B,230921,Smp,RC104,UCH1,Con,B,D3-Homarine,426077984,78.0399
230921_Smp_RC104_UCH1_Con_C,230921,Smp,RC104,UCH1,Con,C,D3-Homarine,568774592,78.0399
230921_Smp_RC104_UCH1_DMSP_A,230921,Smp,RC104,UCH1,DMSP,A,D3-Homarine,209548080,78.0399
230921_Smp_RC104_UCH1_DMSP_B,230921,Smp,RC104,UCH1,DMSP,B,D3-Homarine,194764736,78.0399
230921_Smp_RC104_UCH1_DMSP_C,230921,Smp,RC104,UCH1,DMSP,C,D3-Homarine,232595840,78.0399
230921_Smp_RC104_UCH1_GBT_A,230921,Smp,RC104,UCH1,GBT,A,D3-Homarine,276163552,78.0399
230921_Smp_RC104_UCH1_GBT_B,230921,Smp,RC104,UCH1,GBT,B,D3-Homarine,223922032,78.0399
230921_Smp_RC104_UCH1_GBT_C,230921,Smp,RC104,UCH1,GBT,C,D3-Homarine,291918016,78.0399
230921_Smp_RC104_UCH1_Gluc_A,230921,Smp,RC104,UCH1,Gluc,A,D3-Homarine,466273280,78.0399
230921_Smp_RC104_UCH1_Gluc_B,230921,Smp,RC104,UCH1,Gluc,B,D3-Homarine,474966368,78.0399
230921_Smp_RC104_UCH1_Gluc_C,230921,Smp,RC104,UCH1,Gluc,C,D3-Homarine,453889984,78.0399
230921_Smp_RC104_UCH1_Hom_A,230921,Smp,RC104,UCH1,Hom,A,D3-Homarine,289062592,78.0399
230921_Smp_RC104_UCH1_Hom_B,230921,Smp,RC104,UCH1,Hom,B,D3-Homarine,224382864,78.0399
230921_Smp_RC104_UCH1_Hom_C,230921,Smp,RC104,UCH1,Hom,C,D3-Homarine,270758944,78.0399
230921_Smp_RC104_UCH1_TMAO_A,230921,Smp,RC104,UCH1,TMAO,A,D3-Homarine,431582528,78.0399
230921_Smp_RC104_UCH1_TMAO_B,230921,Smp,RC104,UCH1,TMAO,B,D3-Homarine,337299104,78.0399
230921_Smp_RC104_UCH1_TMAO_C,230921,Smp,RC104,UCH1,TMAO,C,D3-Homarine,407074112,78.0399
230921_Smp_RC104_UCH1_Trig_A,230921,Smp,RC104,UCH1,Trig,A,D3-Homarine,285270784,78.0399
230921_Smp_RC104_UCH1_Trig_B,230921,Smp,RC104,UCH1,Trig,B,D3-Homarine,360650272,78.0399
230921_Smp_RC104_UCH1_Trig_C,230921,Smp,RC104,UCH1,Trig,C,D3-Homarine,283400320,78.0399
230921_Smp_RC104_UKH1_0nM_A,230921,Smp,RC104,UKH1,0nM,A,D3-Homarine,2752228,78.0399
230921_Smp_RC104_UKH1_0nM_B,230921,Smp,RC104,UKH1,0nM,B,D3-Homarine,1903933,78.0399
230921_Smp_RC104_UKH1_0nM_C,230921,Smp,RC104,UKH1,0nM,C,D3-Homarine,2979911,78.0399
230921_Smp_RC104_UKH1_10nM_A,230921,Smp,RC104,UKH1,10nM,A,D3-Homarine,140582000,78.0399
230921_Smp_RC104_UKH1_10nM_B,230921,Smp,RC104,UKH1,10nM,B,D3-Homarine,180799168,78.0399
230921_Smp_RC104_UKH1_10nM_C,230921,Smp,RC104,UKH1,10nM,C,D3-Homarine,149779040,78.0399
230921_Smp_RC104_UKH1_100nM_A,230921,Smp,RC104,UKH1,100nM,A,D3-Homarine,559289216,78.0399
230921_Smp_RC104_UKH1_100nM_B,230921,Smp,RC104,UKH1,100nM,B,D3-Homarine,411011232,78.0399
230921_Smp_RC104_UKH1_100nM_C,230921,Smp,RC104,UKH1,100nM,C,D3-Homarine,607591296,78.0399
230921_Smp_RC104_UKH1_250nM_A,230921,Smp,RC104,UKH1,250nM,A,D3-Homarine,964637120,78.0399
230921_Smp_RC104_UKH1_250nM_B,230921,Smp,RC104,UKH1,250nM,B,D3-Homarine,928922432,78.0399
230921_Smp_RC104_UKH1_250nM_Blk,230921,Smp,RC104,UKH1,250nM,Blk,D3-Homarine,244090288,78.0399
230921_Smp_RC104_UKH1_250nM_C,230921,Smp,RC104,UKH1,250nM,C,D3-Homarine,965863488,78.0399
230921_Smp_RC104_UKH1_1000nM_A,230921,Smp,RC104,UKH1,1000nM,A,D3-Homarine,1847223808,78.0399
230921_Smp_RC104_UKH1_1000nM_B,230921,Smp,RC104,UKH1,1000nM,B,D3-Homarine,1910821504,78.0399
230921_Smp_RC104_UKH1_1000nM_Blk,230921,Smp,RC104,UKH1,1000nM,Blk,D3-Homarine,941624320,78.0399
230921_Smp_RC104_UKH1_1000nM_C,230921,Smp,RC104,UKH1,1000nM,C,D3-Homarine,1714366208,78.0399
230921_Smp_RC104_UKH1_2000nM_A,230921,Smp,RC104,UKH1,2000nM,A,D3-Homarine,2421913600,78.0399
230921_Smp_RC104_UKH1_2000nM_B,230921,Smp,RC104,UKH1,2000nM,B,D3-Homarine,2316093952,78.0399
230921_Smp_RC104_UKH1_2000nM_Blk,230921,Smp,RC104,UKH1,2000nM,Blk,D3-Homarine,1596549248,78.0399
230921_Smp_RC104_UKH1_2000nM_C,230921,Smp,RC104,UKH1,2000nM,C,D3-Homarine,2814817792,78.0399
230921_Smp_RC104_UKH1_3000nM_A,230921,Smp,RC104,UKH1,3000nM,A,D3-Homarine,3762823936,78.0399
230921_Smp_RC104_UKH1_3000nM_B,230921,Smp,RC104,UKH1,3000nM,B,D3-Homarine,1913801600,78.0399
230921_Smp_RC104_UKH1_3000nM_Blk,230921,Smp,RC104,UKH1,3000nM,Blk,D3-Homarine,734141696,78.0399
230921_Smp_RC104_UKH1_3000nM_C,230921,Smp,RC104,UKH1,3000nM,C,D3-Homarine,3227697664,78.0399
230921_Smp_TN412_UKG_0nM_A,230921,Smp,TN412,UKG,0nM,A,13C-15N Glycine betaine,6909965,62.8977
230921_Smp_TN412_UKG_0nM_B,230921,Smp,TN412,UKG,0nM,B,13C-15N Glycine betaine,3632435,62.8977
230921_Smp_TN412_UKG_0nM_C,230921,Smp,TN412,UKG,0nM,C,13C-15N Glycine betaine,2478580,62.8977
230921_Smp_TN412_UKG_2nM_A,230921,Smp,TN412,UKG,2nM,A,13C-15N Glycine betaine,650432256,62.8977
230921_Smp_TN412_UKG_2nM_B,230921,Smp,TN412,UKG,2nM,B,13C-15N Glycine betaine,724891712,62.8977
230921_Smp_TN412_UKG_2nM_C,230921,Smp,TN412,UKG,2nM,C,13C-15N Glycine betaine,854585280,62.8977
230921_Smp_TN412_UKG_5nM_A,230921,Smp,TN412,UKG,5nM,A,13C-15N Glycine betaine,1153175040,62.8977
230921_Smp_TN412_UKG_5nM_B,230921,Smp,TN412,UKG,5nM,B,13C-15N Glycine betaine,1042947968,62.8977
