Cruise,exp,Compound,Mean.Diss.Conc.nM,SD.Diss.Conc.nM,Tot.Conc.nM,Tot.Conc.nM.SD,Rel.Abun,Rel.Abun.SD
RC078,UKH2,Trimethylamine N-oxide,8.7015810131457,0.8391080320321128,150.45510117789047,20.9695253369565,0.057835068037057735,0.009802007130290316
RC078,UKH2,beta-Alaninebetaine,58.643898545265174,13.060360947101822,150.45510117789047,20.9695253369565,0.3897767379513946,0.10240315822193594
RC104,UKG1,Betonicine,0.025216455568755892,0.004944070078945005,27.450270642444956,2.193940032372506,9.186232040191608e-4,1.9449977168913e-4
RC104,UKG1,Dimethylsulfonioacetate,2.19410976796235,0.24025415272099573,27.450270642444956,2.193940032372506,0.07993035101700272,0.010835807215424386
RC104,UKG1,Dimethylsulfoniopropionate,8.76072405972061,0.5016264687105867,27.450270642444956,2.193940032372506,0.3191489138243449,0.031378060935182514
RC104,UKG1,Glycine betaine,10.49989606849078,1.0002203487606312,27.450270642444956,2.193940032372506,0.38250610368319377,0.04756374530749133
RC104,UKG1,Gonyol,0.4806010923674133,0.008584206385702823,27.450270642444956,2.193940032372506,0.017508063895890495,0.0014338347589952494
RC104,UKG1,Homarine,2.6896022097739243,0.1688478180817174,27.450270642444956,2.193940032372506,0.0979808995258185,0.009957939373697251
RC104,UKG1,Proline betaine,0.027988422337058054,0.01313683360519504,27.450270642444956,2.193940032372506,0.00101960460432696,4.8545705994249027e-4
RC104,UKG1,Trigonelline,0.5424192748106182,0.04628326380667135,27.450270642444956,2.193940032372506,0.01976007019660866,0.0023102090829224082
RC104,UKG1,Trimethylamine N-oxide,1.184158700816493,0.15018890068214685,27.450270642444956,2.193940032372506,0.04313832516410562,0.006467032228777458
RC104,UKG1,beta-Alaninebetaine,1.0455545905969508,0.05985396953991387,27.450270642444956,2.193940032372506,0.03808904488468915,0.0037445606527719273
RC104,UKH1,Betonicine,0.023784081321535543,0.0015202744320030068,23.712079357478583,4.754542671885567,0.0010030365099142709,2.1109230109856092e-4
RC104,UKH1,Dimethylsulfonioacetate,1.200748855242,0.13509980866777158,23.712079357478583,4.754542671885567,0.05063869925280485,0.011642936610802106
RC104,UKH1,Dimethylsulfoniopropionate,5.610842895044511,0.9134848096382812,23.712079357478583,4.754542671885567,0.23662382410486074,0.06111630427505618
RC104,UKH1,Glycine betaine,8.478897428036731,1.9437498159542512,23.712079357478583,4.754542671885567,0.3575771361174431,0.10890461684735094
RC104,UKH1,Gonyol,0.5313349186295004,0.1322220683000449,23.712079357478583,4.754542671885567,0.022407774139888835,0.007161048012074406
RC104,UKH1,Homarine,4.10233899264348,1.3976235970254403,23.712079357478583,4.754542671885567,0.17300629484227995,0.06839202242488096
RC104,UKH1,Proline betaine,0.0255043964394104,0.009182194487997121,23.712079357478583,4.754542671885567,0.0010755866685038962,4.432436416322907e-4
RC104,UKH1,Trigonelline,0.40211833072621717,0.044627376584307106,23.712079357478583,4.754542671885567,0.016958374871472105,0.0038864490912810952
RC104,UKH1,Trimethylamine N-oxide,1.93279172151194,0.07261593946836396,23.712079357478583,4.754542671885567,0.08151084906446023,0.01662828733383082
RC104,UKH1,beta-Alaninebetaine,1.4037177378832573,0.10441678732710583,23.712079357478583,4.754542671885567,0.05919842442837207,0.012660450391071077
TN397,UKH1,Betonicine,0.04420186172292446,0.004198891539310999,9.497926395760086,3.7100996384859237,0.004653843363395231,0.0018708761304547933
TN397,UKH1,Dimethylsulfonioacetate,0.41172099308879373,0.026233531433626535,9.497926395760086,3.7100996384859237,0.04334851376323444,0.017156672870938784
TN397,UKH1,Dimethylsulfoniopropionate,4.152063321197144,1.0131642573878135,9.497926395760086,3.7100996384859237,0.4371547165337733,0.20134225612221426
TN397,UKH1,Glycine betaine,1.2977677182626517,0.37459682419667967,9.497926395760086,3.7100996384859237,0.1366369525501883,0.06636431872031966
TN397,UKH1,Gonyol,2.1897858410465023,1.8964458793269265,9.497926395760086,3.7100996384859237,0.2305540967367395,0.21904020607787472
TN397,UKH1,Homarine,0.060072573288124057,0.025040213590537146,9.497926395760086,3.7100996384859237,0.006324809309423656,0.003613094625757982
TN397,UKH1,Proline betaine,0.015435810886876887,0.0019310053167943264,9.497926395760086,3.7100996384859237,0.0016251769327005417,6.665907852417494e-4
TN397,UKH1,Trigonelline,0.07586328090553365,0.04219349889894117,9.497926395760086,3.7100996384859237,0.007987351948673695,0.005428577933865222
TN397,UKH1,Trimethylamine N-oxide,0.6393703724187332,0.17921743097157283,9.497926395760086,3.7100996384859237,0.06731683798941113,0.03236500662850863
TN397,UKH1,beta-Alaninebetaine,0.6116446229428016,0.14707810582372105,9.497926395760086,3.7100996384859237,0.06439770087246016,0.02953940259716317
TN397,UKH2,Betonicine,0.04105946300753136,0.002984129163458063,13.479575082916496,6.113200408954457,0.003046050246759527,0.0013990582565394608
TN397,UKH2,Dimethylsulfonioacetate,0.31916502294817567,0.07126732880479236,13.479575082916496,6.113200408954457,0.02367767685441905,0.011969209031581426
TN397,UKH2,Dimethylsulfoniopropionate,4.10468173743413,1.615390229682993,13.479575082916496,6.113200408954457,0.3045112113835286,0.18284796506127113
TN397,UKH2,Glycine betaine,1.1710801861290976,0.8955858259718495,13.479575082916496,6.113200408954457,0.08687812330325459,0.07724447709205734
TN397,UKH2,Gonyol,2.2383255806607414,0.30992789798136877,13.479575082916496,6.113200408954457,0.16605312607349995,0.07873946426954515
TN397,UKH2,Homarine,0.18678744063245006,0.07213310051456506,13.479575082916496,6.113200408954457,0.01385707186491193,0.008254089345619673
TN397,UKH2,Proline betaine,0.02291750950269832,0.005865402608681502,13.479575082916496,6.113200408954457,0.0017001655735975761,8.85359542083508e-4
TN397,UKH2,Trigonelline,0.06440013505714767,0.026048114868442097,13.479575082916496,6.113200408954457,0.00477760869025953,0.0029032572606557585
TN397,UKH2,Trimethylamine N-oxide,4.512732438933457,3.023331930028984,13.479575082916496,6.113200408954457,0.334782989165046,0.2708470026604624
TN397,UKH2,beta-Alaninebetaine,0.8184255686110662,0.09066644932932297,13.479575082916496,6.113200408954457,0.060715976844723234,0.028345267966921016
TN397,UKH3,Betonicine,0.06678990959388564,0.008665356290183534,25.76542896339005,7.979761781214958,0.0025922296767807375,8.704323513614013e-4
TN397,UKH3,Dimethylsulfonioacetate,0.2959394172782302,0.049481157346220654,25.76542896339005,7.979761781214958,0.011485910741044863,0.0040425680450615845
TN397,UKH3,Dimethylsulfoniopropionate,6.832687591464609,3.815411566056086,25.76542896339005,7.979761781214958,0.26518819466088206,0.16933382496933683
TN397,UKH3,Glycine betaine,6.33676993124571,0.9268259823501468,25.76542896339005,7.979761781214958,0.24594078911900089,0.08423662334321769
TN397,UKH3,Gonyol,3.99008610926266,0.6975965726916035,25.76542896339005,7.979761781214958,0.15486200966931893,0.05507636186788044
TN397,UKH3,Homarine,0.3875104054779306,0.11371992632312483,25.76542896339005,7.979761781214958,0.015039936110846122,0.006416953544943011
TN397,UKH3,Proline betaine,0.0284500693525071,0.00188807036840139,25.76542896339005,7.979761781214958,0.0011041954470438525,3.497412973725101e-4
TN397,UKH3,Trigonelline,0.0976115958804683,0.02113456535279095,25.76542896339005,7.979761781214958,0.003788471599644782,0.0014316147040817201
TN397,UKH3,Trimethylamine N-oxide,5.075120298294939,1.9531699405468224,25.76542896339005,7.979761781214958,0.19697402692212687,0.0973039977653603
TN397,UKH3,beta-Alaninebetaine,2.65446363553911,0.3918686438895781,25.76542896339005,7.979761781214958,0.1030242360533109,0.03534686695843423
TN397,UKH4,Betonicine,0.04832236691717166,0.010850971743225387,29.553911706695644,6.186577107296188,0.0016350582419255143,5.019502790438506e-4
TN397,UKH4,Dimethylsulfonioacetate,0.5925678750502603,0.1511074780605319,29.553911706695644,6.186577107296188,0.020050404187815514,0.006615027666847566
TN397,UKH4,Dimethylsulfoniopropionate,9.503498987030422,1.720017415427334,29.553911706695644,6.186577107296188,0.32156484330557633,0.0889848643981558
TN397,UKH4,Glycine betaine,7.452145472922196,1.2156517958393815,29.553911706695644,6.186577107296188,0.25215428491768355,0.06691859240290353
TN397,UKH4,Gonyol,2.2995392897207396,0.22349465901018828,29.553911706695644,6.186577107296188,0.07780828854543012,0.017957700413237427
TN397,UKH4,Homarine,0.8880441435266463,0.08374415392284061,29.553911706695644,6.186577107296188,0.03004827761346576,0.0068988568863761375
TN397,UKH4,Proline betaine,0.024163054279804228,0.007858325056835973,29.553911706695644,6.186577107296188,8.175924229458235e-4,3.1621738238764107e-4
TN397,UKH4,Trigonelline,0.1561978351795828,0.030309709418425774,29.553911706695644,6.186577107296188,0.005285183116527857,0.0015085847835288745
TN397,UKH4,Trimethylamine N-oxide,6.723777756520262,2.2794885393219135,29.553911706695644,6.186577107296188,0.22750889368722527,0.09064844797040261
TN397,UKH4,beta-Alaninebetaine,1.8656549255485593,0.4640540594955105,29.553911706695644,6.186577107296188,0.06312717396140431,0.020522551542238164
TN397,UKH5,Betonicine,0.04699750401944587,0.010614832897506445,17.672910461882584,7.067626339717859,0.002659296221797274,0.0012213754377365079
TN397,UKH5,Dimethylsulfonioacetate,0.17270816646225684,0.0984450808795402,17.672910461882584,7.067626339717859,0.009772480137595815,0.006804620842463991
TN397,UKH5,Dimethylsulfoniopropionate,3.804075732776053,1.5073668328526746,17.672910461882584,7.067626339717859,0.21524896767743984,0.12118054953035212
TN397,UKH5,Glycine betaine,3.3126974535662996,1.0527845144202719,17.672910461882584,7.067626339717859,0.1874449293856389,0.0957491398141187
TN397,UKH5,Gonyol,2.067896978497192,0.959786981568476,17.672910461882584,7.067626339717859,0.11700941862164066,0.07168708976320444
TN397,UKH5,Homarine,0.30047782703013076,0.03635968978384228,17.672910461882584,7.067626339717859,0.017002169941290064,0.007103833415725691
TN397,UKH5,Proline betaine,0.019123009454474867,0.0029809567858728367,17.672910461882584,7.067626339717859,0.001082052076013167,4.644386087105847e-4
TN397,UKH5,Trigonelline,0.05416580549753988,0.011661377979715773,17.672910461882584,7.067626339717859,0.0030649057841585386,0.0013920218722615553
TN397,UKH5,Trimethylamine N-oxide,5.759391103468697,2.40427503108138,17.672910461882584,7.067626339717859,0.32588809386494144,0.1883952818801238
TN397,UKH5,beta-Alaninebetaine,2.1353768811104934,0.9833510414685788,17.672910461882584,7.067626339717859,0.12082768628948427,0.07369448401341595
TN412,UKG,Betonicine,0.01834841770157222,0.005034949417398657,4.517337771995129,1.0482524073587656,0.004061776787054038,0.001459683492528115
TN412,UKG,Dimethylsulfonioacetate,0.36300609033940834,0.08291678209468231,4.517337771995129,1.0482524073587656,0.08035841211384177,0.02616551621338507
TN412,UKG,Dimethylsulfoniopropionate,2.4583692003600426,0.4462042625706558,4.517337771995129,1.0482524073587656,0.5442075232010554,0.16032560120074252
TN412,UKG,Glycine betaine,0.47182269919617914,0.1499356858849096,4.517337771995129,1.0482524073587656,0.104447071042862,0.04109850675310717
TN412,UKG,Gonyol,0.19397556885253212,0.042333142962254294,4.517337771995129,1.0482524073587656,0.04294024016868254,0.013678750669403612
TN412,UKG,Homarine,0.031119583182680356,0.00743671230417357,4.517337771995129,1.0482524073587656,0.006888921031232976,0.0022946963765397813
TN412,UKG,Proline betaine,0.010195956654528684,0.005655418246305924,4.517337771995129,1.0482524073587656,0.0022570720121346016,0.001357079210829943
TN412,UKG,Trigonelline,0.08275805620775756,0.02337109453304212,4.517337771995129,1.0482524073587656,0.01832009479583516,0.006696211163125171
TN412,UKG,Trimethylamine N-oxide,0.8147253189457253,0.280050271497192,4.517337771995129,1.0482524073587656,0.1803551915016294,0.07479891932772308
TN412,UKG,beta-Alaninebetaine,0.07301688055470272,0.0053140878481511625,4.517337771995129,1.0482524073587656,0.016163697345672263,0.003930950020539931
